id,title,category,sub_category,caption,location,pages,description,keywords,dateNormalized,date,medium,size,creator,collection,provenance
TMI00728,Fine Arts Building,photographs,grand court,Fine Arts Bldg.,"Grand Court, South West",,"Detail of Fine Arts Building. Entrance with Corinthian columns. Inscription reads: ""Lucas, Phidias, Titian.""",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00729,Liberal Arts Building,photographs,grand court,Liberal Arts,"Grand Court, South",,Detail of Liberal Arts building. Side Entrance.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00730,"Liberal Arts Building, Side Entrance",photographs,grand court,Liberal Arts,"Grand Court, South",,"Detail of Liberal Arts Building. Side Entrance with Doorway, Medallions, and frieze.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00731,Liberal Arts Building (Detail),photographs,grand court,Liberal Arts,"Grand Court, South",,Detail of Liberal Arts Building. Medallion with forward facing man. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00732,Auditorium,photographs,grand court,,"Grand Court, South East",,Auditorium,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00733,Agriculture Building,photographs,grand court,Agriculture Bldg,"Grand Court, North West",,Detail of Agriculture Building. Corner entrance.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00734,Mines & Mining Bldg.,photographs,grand court,Mines & Mining Bldg.,"Grand Court, South East",,Detail of entrance to Mines and Mining Building. Ionic Columns.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00735,Mosteose (Holy Rabbit) (Iowa),photographs,studio portraits,Mosteose [Holy Rabbit] - Iowa,Rinehart Studio,,Mosteose (Holy Rabbit) (Iowa,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00736,Sitting Bull's Cabin,photographs,indian congress,Sitting Bull's Cabin,Indian Congress,,,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00737,Pueblo Adobe House,photographs,indian congress,Pueblo Adobe House,Indian Congress,,Pueblo Adobe Brick House. A man sits on a chair in front. A woman and child stand at entrance next to a barrel and bucket. The framework of a wigwam stand in the background.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00738,Vase - Liberal Arts Building,photographs,grand court,,"Grand Court, South",,Detail of Liberal Arts Building. Planter with mascarons.  ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00739,Flag Staff Base,photographs,grand court,,"Grand Court, North West",,Detail of Agriculture Building. Flag Staff base. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00740,"Pilaster Caps, Girls and Boys Building",photographs,grand court,,"Grand Court, North East",,Detail of Boys and Girls Building. Pilasters topped by mascarons.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00741,Manufactures Building,photographs,grand court,Manufactures Bldg,"Grand Court, North",,Detail of Manufactures Building. Arched Windows and Columns. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00742,Fine Arts Building - Sculpture,photographs,grand court,Fine Arts Bldg,"Grand Court, South West",,"Detail of Fine Arts Building. Angel with Laurel bough, seated figures, and cherubs draped in leafy boughs. ",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00743,Fine Arts Building - Sculptured Panels,photographs,grand court,Fine Arts Bldg,"Grand Court, South West",,Detail of Fine Arts Building. Frieze with figures.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00744,U.S. Government Building,photographs,grand court,U.S. Govt Bldg,"Grand Court, West",,"Detail of entrace of U. S. Government Building. Stairs, Corinthian pillars and pillasters, with festoons. ",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00745,Agriculture Building,photographs,grand court,Agriculture Bldg.,"Grand Court, North West",,Detail of Agriculture Building. One of two fountains flanking entrance (East Fountain). Two cherubs with festoon.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00746,Agriculture Building,photographs,grand court,Agriculture Bldg.,"Grand Court, North West",,Detail of Agriculture Building. Capital and friese panel. Corinthian column.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00747,Montgomery Ward and Company ,photographs,bluff tract,,"Bluff Tract, North West",,"Montgomery Ward & Co. Building. Five men standing on stairs to entrance. Signage on building reads: ""Montgomary Ward & Co. Chicago Everybody Welcome""; ""See Our Special Exhibit of Agriculture Implements & Vehicles in the Basement."" Auditorium visible to the west.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00748,Grand Court from U.S. Government Building (Night),photographs,grand court,Grand Court from U.S. Govt Bldg. (Night),"Grand Court, East",,"Night view, looking east across lagoon, from U.S. Government Building. Fountain of Neptune turned on. Agriculture Building, Administration Arch, Manufactures and Machinery and Electricity Buildings to the North. Twin Towers Restaurants and Grand Colonnade to the east. Mines and Mining Building, Liberal Arts Building, Arch of States, and Fine Arts Building to the south. ",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00749,Statues - Machinery and Electricity Building,photographs,grand court,Statues - M. & E. Bldg,"Grand Court, North East",,Southwest corner of Machinery & Electricity Building. Pompeian Colonnade with statues on west side of building in foreground.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00750,Colonnade - Machinery and Electricity Building,photographs,grand court,Colonnade - M. & E. Bldg.,"Grand Court, North East",,"Front Colonnade of Machinery & Electricty Building, looking southwest. U.S. Government Building visible in distance. Liberal Arts Building, Arch of States, and Fine Arts Buildings visible to the south.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00751,Viaduct and Restaurant Tower ,photographs,midway,Viaduct & Restaurant Tower,"East Midway, South West",,South Viaduct with Twin Tower Restaurant and Trolley Car. A few people walking.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00752,Viaduct - Detail,photographs,midway,Viaduct - Detail,"East Midway, South West",,Detail of South Viaduct. Two cherubs with festoon above 1898 emblem. Trolley under viaduct.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00753,Chiquita - The Living Doll,photographs,midway,,"North Midway, North East",,Crowd gathered in front of Chiquita the Living Doll attraction on the North Midway. Shooting the Chutes visible in background and Edison Vitascope to the west.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00754,Agriculture Building,photographs,grand court,Agriculture Bldg,"Grand Court, North West",,"Agriculture Building from bridge over lagoon, looking northwest. Empty planters on balustraded island in foreground. ",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00755,Band of Omahas,photographs,indian congress,Band of Omahas,Indian Congress,,Indian Congress Participants. Omaha Delegates gathered on horseback. Encampment in background and edge of bleachers to the right. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00756,Crow Dance - Arapahoes and Cheyennes,photographs,indian congress,Crow Dance - Arapahoes & Cheyennes,Indian Congress,,"Arapahoe and Cheyennes Delegates at Indian Congress, gathered around a flag pole with American flag, performing Crow Dance. Spectators in background. Man seated in foreground. Transportation and Agricultural Implements Building, Giant See-Saw, Dairy Building, and teepees in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00757,Crow Dance - Arapahoes and Cheyennes,photographs,indian congress,Crow Dance - Arapahoe & Cheyennes,Indian Congress,,"Arapahoe and Cheyennes Delegates at Indian Congress, performing Crow Dance around flag pole with American flag. Spectators in background. Child walking and man seated in foreground. Transportation and Agricultural Implements Building, Giant See-Saw, Dairy Building, and teepees in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00758,Crow Dance - Arapahoes and Cheyennes,photographs,indian congress,Crow Dance - Arapahoes & Cheyenne,Indian Congress,,"Arapahoe and Cheyennes Delegates at Indian Congress, performing Crow Dance around flag pole with American flag. Spectators in background. Transportation and Agricultural Implements Building, Power House Smokestacks, Giant See-Saw, Dairy Building, and teepees in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00759,Sham Battle,photographs,indian congress,Sham Battle,Indian Congress,,"Indian Congress Participants gathered for mock battle, many on horseback. Flag pole with American flag in center. Teepees in background, buildings, and bleachers in background.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00760,Grand Court - Looking East (Jubilee Day),photographs,special events,Grand Court - Looking E. Jubilee Day,"Grand Court, North",,"Peace Jubilee Week. Grand Court looking northeast. Massive crowds. Gondola and USLSS boat visible in lagoon. Agriculture Building, Administration Arch, Manufactures Building and Machinery and Electricity Building to the north. Double bridge with balustradedisland, Twin Towers Restaurants, and Grand Colonnade to the east. Mines and Mining, Liberal Arts, and Fine Arts Buildings to the south.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00761,Manufactures Building - Corner,photographs,grand court,Manufactures Bldg. - Corner,"Grand Court, North",,Detail of Manufactures Building. Southwest corner entrance. Colonnade of Administration Arch in background.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00762,Agriculture Building - West End,photographs,grand court,Agriculture Bldg. - W. End.,"Grand Court, North West",,"West side of Agriculture building, looking east. Inscription 1: Look At Yon Peaceful Bands Who Guide the Glittering Share The Quiet Labour of Whose Hands Doth Make earth's Bosom Fair; Inscription 2: For Them The Rich Perfume From Ripened Fields Doth Flow, They Bid The Desert Rose To Bloom The Wild With Plenty Glow.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00763,Agriculture Building - Corner,photographs,grand court,Agriculture Bldg. - Corner,"Grand Court, North West",,West corner of Agriculture Building. Inscription: Look At Yon Peaceful Bands Who Guide the Glittering Share The Quiet Labour of Whose Hands Doth Make earth's Bosom Fair.,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00764,Manufactures Building - Entrance,photographs,grand court,Manufactures Bldg. - Entrance,"Grand Court, North",,Archway of Main Entrance to Manufactures Building. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00765,Peace Jubilee - Grand Court,photographs,special events,Grand Court Peace Jubilee,"Grand Court, East",,"View of Lagoon, looking west, during Peace Jubilee week. Crowds gathered. Gondolas in lagoon. Liberal and Fine Arts Buildings to the southwest. U.S. Government Building and balustraded Island to the west. Agriculture Building, Administration Arch, Manufactures Building and Machinery & Electricity Building to the north.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00766,Grand Court - Section - Jubilee Day,photographs,special events,Grand Court - Section - Jubilee Day,"Grand Court, South East",,"Southeast portion of Mirror and lagoon. Gondola and U.S.L.S.S boat in water. Crowds gathered. Agriculture Building, Administration Arch, and Manufactures Building to the north. Fine Arts Building in foreground. Peace Jubilee Week.",,1898-10-12,12 October 1898,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00767,U.S. Government Building,photographs,grand court,U.S. Govt Bldg. - U.S.L.S.S. Drill,"Grand Court, West",,"U.S. Government Building looking northwest. U.S. Life Saving Service Drill. Crowd gathered in front of building, smoke drifting from USLSS, swan boat, gondolas, and USLSS boats in lagoon. Fountain of Neptune turned on with waters at low level. ",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00768,Fine Arts Building and Arch of States,photographs,grand court,Fine Arts Bldg. & Arch of States.,"Grand Court, South West",,"View across mirror, looking southeast toward Fine Arts Building, Arch of States, and Liberal Arts Building. A few people walking.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00769,Woman Reclining on Rugs,photographs,studio portraits,,Rinehart Studio,,"Portrait of Labelle Fatima, a performer from the Streets of All Nations, reclining on rugs, with hookah.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00770,2 Women Reclining on Rugs,photographs,studio portraits,,Rinehart Studio,,"Portrait of Labelle Fatima and another female performer from the Streets of All Nations, reclining on rugs, with hookahs.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00771,Fountain,photographs,grand court,,"Grand Court, West",,"View of Fountain of Neptune, looking southeast across mirror. Fountain turned on. Fine Arts Building and west colonnade visible.",,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00772,Statue of Ceres,photographs,grand court,,"Grand Court, North East",,Detail of Pompeian Colonnade on west side of Machinery & Electricity Building. Statue of Ceres in foreground. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00773,Mines & Mining Bldg - Loggia,photographs,grand court,,"Grand Court, South East",,Group seated in portico of Mines and Mining Building. U.S. Government Building faintly visible in distance to the west. ,,,,Photograph,"approximately 8.6"" x 6.6""",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00774,Midway,photographs,midway,Midway,"North Midway, South West",,"Crowd walking on North Midway, looking north. General Offices and Press Building to the west. Camera Obscura to the west. Schlitz Pavillion, Streets of All Nations, and Remember the Maine to the northeast. Roast Beef concession stand and Flemish Cafe to the east. Flags of various nations strung across midway in foreground.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00775,U.S. Government  Building,photographs,grand court,U.S. Govt. Bldg,"Grand Court, West",,"U.S. Government Building, looking southwest. View of Lagoon, and crowd gathered.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00776,Fine Arts,photographs,grand court,Fine Arts,"Grand Court, South West",,"Fine Arts Building looking southwest, across bridge and balustraded island. Arch of States to east. People walking. Swan boat and gondola in lagoon.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00777,East Midway,photographs,midway,E. Midway,"East Midway, South East",,"View of crowd walking the east midway on July 4, 1898, looking northeast. Moorish Cafe and Stage of Mysteries to the west. Devil's Dance, German Village, Cigar and Tobacco Stand, and concession pavilion to the northeast.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00778,Midway,photographs,midway,Midway,"North Midway, North West",,Crowd walking in front of Schlitz Pavillion. Flags and patriotic bannors decorate the building.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00779,North from Horticulture Tower,photographs,bluff tract,N. From Hort. Tower,"Bluff Tract, North",,"Looking north from Horticulture Tower. Iowa State Building, Wisconsin State Building, and Moorish Palace to the northwest. Band Stand and Illinois State Building to the northeast. East midway visible to the north. Light crowd walking.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00780,North Midway,photographs,midway,N. Midway,"North Midway, North East",,"Crowd walking on North Midway, looking west.  Chiquita the Living Doll and other attractions fo the south. Schlitz Pavillion, Cyclorama, Pabst Building, Scenic Railway, and Idols of Art to the north.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00781,East Midway,photographs,midway,E. Midway,"East Midway, East",,"View of crowd walking the east midway, looking northeast. Moorish Cafe and Stage of Mysteries visible to the west. Devil's Dance and German Village to the northeast. Cigars and Tobacco Stand, Ice Cream and Soda pavilion and sign for Japanese Tea Garden to the east.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00782,North Midway,photographs,midway,N. Midway,"North Midway, North East",,"Crowd walking on North Midway, looking west.  Shooting the Chutes, Chiquita the Living Doll and other attractions fo the south.  Cyclorama, Pabst Building, Scenic Railway, and Idols of Art to the north.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00783,Streets of All Nations,photographs,midway,Streets of All Nations,"North Midway, North West",,Crowd gathered in front of Theater at Streets of All Nations. A performer leads a camel.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00784,North Midway - Dragon,photographs,midway,N. Midway,"North Midway, North East",,Crowd in front of Idols of Art (the Dragon Head) on North Midway. Scenic Railway in background.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00785,West from Restaurants,photographs,midway,W. From Restaurants,"East Midway, South West",,"Twin Towers Restaurants, looking west, toward Grand Colonnade. Crowd on south viaduct. Flags suspended between two towers.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00786,State Buildings,photographs,bluff tract,State Bldgs,"Bluff Tract, North West",,"Wisconsin State Building, looking south.  Star Tobacco Building to the west. Crowd walking.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00787,Grand Court - Looking West,photographs,grand court,Grand Court - Looking W.,"Grand Court, North West",,"Grand Court at night, looking northwest, from behind Grand Colonnade. Mines and Mining, Liberal, and Fine Arts Building to the south. U.S. Government Building with colonnades to the west. Agriculture Building, Administration Arch, Manufactures Building and Machinery and Electricity Building to the north.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00788,Horticulture Building,photographs,bluff tract,Horticulture Bldg,"Bluff Tract, South",,Horticulture Building. Light crowd gathered in portico and in front.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00789,Jolly Camel Load - Streets of Cairo,photographs,midway,Jolly Camel Load - Streets of Cairo,"East Midway, North West",,"Three fairgoers take a camel ride, led by two performers from the Streets of Cairo.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00790,Mines and Mining Building,photographs,grand court,M. & M. Bldg,"Grand Court, South East",,Mines and Mining Building looking southwest. Small crowd walking by and standing near lagoon.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00791,Swan Boat,photographs,grand court,Swan Boat,"Grand Court, South East",,Swan Boat with passengers in lagoon. At base of balustraded staircase in front of Mines and Mining Building. Corner of Mines and Mining Building and southeast portion of Grand Colonnade visible.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00792,Gondola,photographs,grand court,Gondola,"Grand Court, South East",,Gondola with passengers in lagoon. At base of balustraded staircase in front of Mines and Mining Building. Corner of Mines and Mining Building and southeast portion of Grand Colonnade visible.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00793,Scenic Railroad,photographs,midway,Scenic R. R.,"North Midway, North West",,Scenic railway. Passengers in car on rails.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00794,East Midway,photographs,midway,E. Midway,"East Midway, South West",,"View of crowd walking the east midway, looking southwest.Montana State, Star Tobacco, Bemis Brothers Bag Company and Montgomery Ward and Co. Buildings, Twin Towers Restaurants, and ""Rex"" Brand Sausage Stand to the southwest. Man looks into camera in foreground.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00795,Liberal Arts Building,photographs,grand court,Liberal Arts,"Grand Court, South",,View of Liberal Arts Building looking southwest across lagoon. Colonnade visible to east of building. A pair of women walking in foreground.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00796,Fine Arts Building,photographs,grand court,Fine Arts,"Grand Court, South West",,View of Fine Arts Building looking south west across lagoon and balustraded island. People walking.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00797,Grand Court - East End,photographs,grand court,Grand Court - E. End,"Grand Court, East",,"Crowd walking in front of Grand Colonnade with Twin Towers Restaurants visible. Flags suspended between restuarants--Central flag reads ""T.M.&I.E. Omaha, Neb. 1776-1898, with a man's face (possibly George Washington's) in the center.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00798,East Midway,photographs,midway,E. Midway,"East Midway, West",,"View of crowd walking the east midway, looking northwest. Casino under construction, Mystic Maze, Streets of Cairo, and Power House Building to the west. German Village to the east. White Rock marker to the east. Concession stands line middle of midway.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00799,North Midway,photographs,midway,N. Midway,"North Midway, North East",,"Crowd walking the north Midway, looking west. Shooting the Chutes and other atrractions to the south, Cyclorama, Pabst Building, Scenic Railway, and Idols of Art to the north.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00800,East End - Grand Court,photographs,grand court,E. End - Grand Court,"Grand Court, North East",,"Machinery and Electricity Building and portion of Grand Colonnade, looking northeast. People walking and seated.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00801,North from State Buildings,photographs,bluff tract,N. From State Bldgs,"Bluff Tract, North East",,Looking northeast from State Buildings. Band Stand to the north east. Illinois State Building to the east. Small portion of Wisconsion State Bulding visible to the west. Crowd walking.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00802,Chute Band,photographs,midway,Chute Band,"North Midway, South East",,Chute Band standing next to Shooting the Chutes attraction.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00803,Grand Court,photographs,grand court,Grand Court.,"Grand Court, North West",,"Grand Court, looking northwest. U.S. Government Building to the west. Mines and Mining, Liberal and Fine Arts Buildings to the south. Agriculture Building, Administration Arch, Manufactures, and Machinery and Electricity Buildings to the north. Benches at east end of lagoon. Gondolas in lagoon. A few people walking.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00804,Grand Court and Fountain of Nautilus,photographs,grand court,Grand Court & Fountain of Nautilus,"Grand Court, West",,"Fountain of Neptune, looking southeast. Fountain turned off. Gondola in lagoon. Liberal Arts Building, Arch of States, Fine Arts Building and southwest colonnade visible.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00805,Mines and Mining Building,photographs,grand court,Mines & Mining Bldg.,"Grand Court, South East",,Mines and Mining Building with colonnade looking southeast. Grand Colonade visible to the east. Gondola in lagoon.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00806,Kansas Bldg.,photographs,midway,,"Bluff Tract, East ",,Kansas State Building.Two women and two men walking along path.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00807,Pottawattamie County Wigwam,photographs,bluff tract,,"Bluff Tract, West",,Pottawattamie County Wigwam.  A few spectators stand in front.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00808,Machinery and Electricity Building,photographs,grand court,Machinery & Electricity Bldg.,"Grand Court, North East",,"Machinery and Electricity Building looking northwest. Stairs to lagoon, with gondola. Agriculture Building, Administration Arch, and Manufactures Building visible to the west. A few people walk by.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00809,Shooting the Chutes,photographs,midway,,"North Midway, East",,Shooting the Chutes water ride. Fairgoers in boat. ,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00810,Arch of States,photographs,grand court,Arch of States,"Grand Court, South West",,Arch of States looking south. Portion of Fine Arts Building visible to the west. People walking. ,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00811,Girls and Boys Building,photographs,grand court,Girls & Boys Bldg.,"Grand Court, North East",,Girls and Boys Building looking north. A few people walking. The Home Restaurant sign visible.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00812,Nebraska State Building,photographs,bluff tract,Nebraska State Bldg.,"Bluff Tract, East ",,"Nebraska State Building, looking east. Light crowd walking. Two concession stands located on the north side of the pathway leading to the State Bulding.",,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
TMI00813,Liberal Arts Building,photographs,grand court,Liberal Arts Bldg.,"Grand Court, South",,Liberal Arts Building looking southeast. Gondola in lagoon next to balustraded island in foreground.,,,,Photograph,"approximately 5.5"" x 3.75"" ",F. A. Rinehart,Photographs by F. A. Rinehart,Omaha Public Library
